user_id,signup_date,gender,age,region
U100236,2024-08-01,Male,36,Ashanti
U100237,2024-08-23,Female,22,Volta
U100238,2024-12-26,Female,20,Ashanti
U100239,2025-04-11,Female,18,Ashanti
U100240,2024-11-11,Female,55,Volta
U100241,2025-04-12,Female,32,Greater Accra
U100242,2025-06-24,Male,51,Eastern
U100243,2025-04-11,Male,52,Ashanti
U100244,2024-12-15,Male,42,Volta
U100245,2024-09-08,Female,41,Western
U100246,2024-08-05,Female,29,Ashanti
U100247,2024-11-19,Female,35,Eastern
U100248,2025-04-07,Female,32,Greater Accra
U100249,2024-12-26,Female,33,Ashanti
U100250,2024-10-26,Female,44,Ashanti
U100251,2024-12-23,Male,25,Volta
U100252,2025-02-11,Male,42,Western
U100253,2025-04-30,Male,34,Western
U100254,2024-09-05,Male,46,Greater Accra
U100255,2024-11-28,Male,25,Eastern
U100256,2025-02-02,Female,32,Greater Accra
U100257,2025-03-17,Female,44,Ashanti
U100258,2025-02-20,Female,24,Ashanti
U100259,2024-09-01,Female,20,Western
U100260,2024-10-09,Female,46,Eastern
U100261,2024-10-14,Female,41,Volta
U100262,2025-02-08,Male,20,Eastern
U100263,2025-01-22,Female,37,Ashanti
U100264,2025-03-03,Female,32,Volta
U100265,2025-05-01,Female,42,Eastern
U100266,2024-08-06,Female,47,Eastern
U100267,2024-08-13,Male,31,Volta
U100268,2024-11-02,Male,24,Ashanti
U100269,2025-02-19,Female,34,Eastern
U100270,2024-11-24,Male,37,Volta
U100271,2024-12-05,Male,53,Ashanti
U100272,2025-02-04,Female,26,Volta
U100273,2024-12-28,Female,55,Volta
U100274,2025-05-14,Female,39,Eastern
U100275,2024-09-27,Female,19,Ashanti
U100276,2024-08-05,Female,41,Eastern
U100277,2024-12-10,Male,25,Greater Accra
U100278,2025-04-20,Female,28,Greater Accra
U100279,2024-12-12,Female,30,Ashanti
U100280,2024-12-14,Female,34,Volta
U100281,2025-03-28,Male,25,Eastern
U100282,2024-11-23,Female,38,Eastern
U100283,2024-10-28,Female,35,Ashanti
U100284,2025-02-08,Female,47,Ashanti
U100285,2024-11-13,Male,35,Greater Accra
U100286,2025-06-09,Female,48,Western
U100287,2024-08-22,Female,55,Ashanti
U100288,2025-03-29,Female,49,Western
U100289,2024-11-06,Male,28,Ashanti
U100290,2024-12-26,Female,42,Volta
U100291,2025-06-10,Female,50,Volta
U100292,2024-08-09,Female,55,Greater Accra
U100293,2025-03-01,Male,58,Greater Accra
U100294,2024-11-14,Female,25,Western
U100295,2024-10-24,Female,28,Ashanti
U100296,2024-09-25,Female,39,Eastern
U100297,2024-12-08,Male,41,Greater Accra
U100298,2024-12-28,Male,58,Eastern
U100299,2025-04-10,Female,34,Eastern
U100300,2024-09-20,Male,29,Ashanti
U100301,2024-09-01,Male,49,Western
U100302,2025-05-08,Male,32,Ashanti
U100303,2024-12-24,Female,33,Greater Accra
U100304,2025-02-16,Female,39,Eastern
U100305,2025-04-18,Male,45,Ashanti
U100306,2025-03-23,Male,37,Ashanti
U100307,2025-03-28,Male,50,Ashanti
U100308,2025-04-21,Female,27,Greater Accra
U100309,2024-10-25,Female,57,Western
U100310,2025-01-07,Male,49,Ashanti
U100311,2024-10-30,Male,50,Greater Accra
U100312,2025-03-08,Male,19,Eastern
U100313,2024-09-26,Male,50,Volta
U100314,2025-01-10,Female,50,Greater Accra
U100315,2024-11-27,Male,58,Volta
U100316,2025-03-21,Female,30,Ashanti
U100317,2024-12-03,Male,47,Ashanti
U100318,2025-01-19,Male,50,Greater Accra
U100319,2025-02-24,Male,30,Volta
U100320,2024-09-18,Male,43,Ashanti
U100321,2024-10-17,Male,39,Eastern
U100322,2025-04-08,Female,56,Western
U100323,2024-09-20,Male,19,Western
U100324,2025-03-11,Male,55,Ashanti
U100325,2025-02-24,Male,56,Volta
U100326,2025-04-20,Female,43,Ashanti
U100327,2025-06-04,Female,32,Volta
U100328,2024-10-15,Female,51,Eastern
U100329,2025-06-28,Female,59,Volta
U100330,2024-09-20,Male,57,Ashanti
U100331,2024-11-26,Male,28,Eastern
U100332,2025-04-22,Male,20,Greater Accra
U100333,2025-04-28,Female,23,Western
U100334,2025-02-17,Male,26,Ashanti
U100335,2024-09-19,Male,23,Ashanti
U100336,2025-01-12,Female,26,Ashanti
U100337,2025-05-24,Female,56,Eastern
U100338,2024-09-23,Female,48,Greater Accra
U100339,2025-04-09,Male,49,Volta
U100340,2025-03-05,Male,58,Greater Accra
U100341,2024-09-28,Female,29,Eastern
U100342,2024-11-29,Male,25,Ashanti
U100343,2024-08-24,Female,25,Western
U100344,2025-03-02,Female,45,Ashanti
U100345,2025-02-20,Male,37,Volta
U100346,2025-05-04,Female,24,Western
U100347,2024-09-12,Female,28,Ashanti
U100348,2024-10-08,Female,37,Western
U100349,2024-11-29,Male,33,Greater Accra
U100350,2025-06-20,Female,21,Eastern
U100351,2024-09-23,Female,23,Ashanti
U100352,2025-05-07,Female,39,Volta
U100353,2024-08-09,Female,43,Greater Accra
U100354,2025-05-22,Female,20,Ashanti
U100355,2024-11-29,Female,58,Greater Accra
U100356,2025-01-05,Female,59,Volta
U100357,2025-01-04,Male,31,Ashanti
U100358,2024-11-23,Male,28,Volta
U100359,2025-01-17,Female,35,Western
U100360,2025-05-14,Male,29,Volta
U100361,2025-06-13,Male,40,Western
U100362,2025-04-02,Female,29,Ashanti
U100363,2025-05-11,Male,30,Western
U100364,2024-11-12,Female,42,Ashanti
U100365,2024-09-26,Female,36,Ashanti
U100366,2025-05-27,Female,53,Eastern
U100367,2024-10-09,Female,25,Ashanti
U100368,2024-09-08,Female,46,Western
U100369,2024-09-18,Male,49,Eastern
U100370,2024-10-08,Female,35,Eastern
U100371,2024-08-08,Male,23,Ashanti
U100372,2025-05-21,Female,35,Volta
U100373,2025-03-23,Female,36,Volta
U100374,2025-03-25,Female,39,Eastern
U100375,2024-11-09,Male,54,Ashanti
U100376,2025-03-21,Female,49,Volta
U100377,2025-03-06,Female,58,Ashanti
U100378,2025-03-23,Female,20,Ashanti
U100379,2024-10-26,Female,45,Eastern
U100380,2025-03-17,Male,27,Eastern
U100381,2024-10-27,Female,52,Greater Accra
U100382,2024-10-26,Male,46,Volta
U100383,2025-04-21,Female,32,Volta
U100384,2024-08-08,Male,50,Volta
U100385,2024-12-15,Male,24,Western
U100386,2024-08-28,Female,29,Ashanti
U100387,2025-04-22,Female,47,Eastern
U100388,2025-05-27,Male,38,Volta
U100389,2025-01-30,Female,48,Greater Accra
U100390,2024-09-19,Female,41,Volta
U100391,2025-02-09,Female,37,Ashanti
U100392,2025-06-22,Male,54,Ashanti
U100393,2025-03-20,Female,21,Eastern
U100394,2025-01-27,Female,45,Western
U100395,2025-05-01,Female,37,Eastern
U100396,2025-04-07,Male,41,Volta
U100397,2024-12-21,Female,49,Greater Accra
U100398,2024-10-08,Male,58,Eastern
U100399,2025-06-24,Female,53,Western
U100400,2024-12-26,Male,51,Eastern
U100401,2025-02-04,Female,53,Ashanti
U100402,2025-01-29,Female,19,Volta
U100403,2024-09-20,Male,32,Volta
U100404,2024-09-30,Male,51,Volta
U100405,2024-10-12,Male,53,Volta
U100406,2024-10-24,Female,23,Volta
U100407,2024-08-10,Female,56,Volta
U100408,2025-01-03,Female,59,Greater Accra
U100409,2025-05-21,Female,29,Western
U100410,2024-08-03,Male,20,Volta
U100411,2024-11-10,Female,35,Western
U100412,2025-01-05,Female,57,Volta
U100413,2024-10-23,Female,38,Eastern
U100414,2025-05-13,Female,32,Volta
U100415,2025-04-15,Female,50,Ashanti
U100416,2024-10-15,Female,52,Greater Accra
U100417,2025-05-19,Female,43,Eastern
U100418,2024-10-16,Male,25,Eastern
U100419,2024-08-23,Female,53,Ashanti
U100420,2024-10-05,Female,47,Volta
U100421,2025-01-15,Female,40,Greater Accra
U100422,2025-03-25,Female,59,Eastern
U100423,2025-02-04,Male,31,Greater Accra
U100424,2025-04-22,Male,31,Eastern
U100425,2024-12-02,Male,19,Volta
U100426,2025-01-22,Male,54,Eastern
U100427,2024-11-01,Male,22,Eastern
U100428,2025-01-11,Male,55,Western
U100429,2025-01-02,Female,58,Volta
U100430,2025-05-26,Male,31,Ashanti
U100431,2024-08-14,Male,56,Ashanti
U100432,2025-03-22,Female,42,Volta
U100433,2025-05-10,Male,37,Ashanti
U100434,2025-06-14,Female,19,Volta
U100435,2024-12-23,Female,56,Ashanti
U100436,2025-05-04,Male,23,Western
U100437,2024-11-27,Female,34,Ashanti
U100438,2024-12-29,Male,42,Eastern
U100439,2025-03-23,Male,45,Volta
U100440,2025-05-13,Female,19,Greater Accra
U100441,2025-03-08,Female,52,Greater Accra
U100442,2025-03-16,Male,54,Volta
U100443,2025-02-22,Female,22,Western
U100444,2025-02-17,Female,18,Ashanti
U100445,2025-04-04,Male,57,Western
U100446,2025-04-28,Male,29,Greater Accra
U100447,2025-05-30,Female,53,Volta
U100448,2024-08-12,Male,40,Volta
U100449,2025-02-16,Male,48,Western
U100450,2024-09-09,Male,28,Western
U100451,2025-01-20,Male,27,Ashanti
U100452,2025-01-22,Male,20,Eastern
U100453,2025-06-15,Male,31,Eastern
U100454,2024-08-14,Male,33,Ashanti
U100455,2024-11-01,Female,27,Eastern
U100456,2025-02-15,Male,46,Greater Accra
U100457,2025-02-22,Female,27,Eastern
U100458,2024-12-29,Female,29,Ashanti
U100459,2025-05-10,Female,47,Eastern
U100460,2024-08-13,Male,58,Volta
U100461,2025-03-02,Male,18,Western
U100462,2024-12-26,Female,22,Greater Accra
U100463,2025-02-14,Male,37,Volta
U100464,2025-05-22,Female,25,Volta
U100465,2025-03-30,Male,29,Ashanti
U100466,2024-08-17,Male,18,Western
U100467,2024-10-10,Female,37,Western
U100468,2024-11-19,Female,45,Greater Accra
U100469,2025-01-15,Female,54,Ashanti
U100470,2024-12-30,Male,54,Greater Accra
U100471,2024-11-24,Female,29,Eastern
U100472,2025-05-25,Male,54,Volta
U100473,2025-06-15,Male,45,Greater Accra
U100474,2024-11-17,Male,32,Volta
U100475,2025-01-24,Female,23,Ashanti
U100476,2024-10-01,Female,37,Eastern
U100477,2025-01-09,Female,31,Ashanti
U100478,2024-11-20,Male,19,Eastern
U100479,2025-03-24,Male,26,Eastern
U100480,2024-08-19,Female,54,Volta
U100481,2025-04-22,Male,37,Ashanti
U100482,2025-02-14,Male,43,Ashanti
U100483,2024-09-22,Female,46,Greater Accra
U100484,2025-01-25,Female,18,Ashanti
U100485,2025-06-16,Female,52,Greater Accra
U100486,2025-04-05,Male,23,Western
U100487,2025-01-20,Male,54,Western
U100488,2024-09-02,Male,22,Western
U100489,2025-05-05,Male,50,Ashanti
U100490,2025-02-08,Male,31,Ashanti
U100491,2024-09-10,Female,29,Greater Accra
U100492,2024-10-06,Male,59,Eastern
U100493,2025-05-27,Male,37,Greater Accra
U100494,2025-03-13,Male,41,Western
U100495,2025-04-25,Female,51,Greater Accra
U100496,2025-02-26,Female,42,Eastern
U100497,2024-09-19,Female,46,Ashanti
U100498,2024-12-28,Male,56,Greater Accra
U100499,2025-01-05,Female,48,Western
U100500,2024-12-01,Female,40,Western
U100501,2025-01-20,Female,55,Ashanti
U100502,2024-08-07,Male,37,Greater Accra
U100503,2024-10-06,Female,40,Eastern
U100504,2025-01-21,Male,33,Ashanti
U100505,2025-03-15,Male,59,Greater Accra
U100506,2025-05-01,Female,25,Volta
U100507,2024-10-15,Male,38,Western
U100508,2025-01-21,Female,18,Eastern
U100509,2024-09-02,Male,25,Eastern
U100510,2024-11-03,Female,46,Eastern
U100511,2024-12-01,Female,49,Western
U100512,2025-04-23,Female,55,Greater Accra
U100513,2025-04-06,Male,22,Ashanti
U100514,2025-05-01,Female,39,Greater Accra
U100515,2025-06-03,Male,51,Ashanti
U100516,2024-09-30,Female,18,Eastern
U100517,2025-05-03,Male,43,Greater Accra
U100518,2025-05-09,Male,27,Eastern
U100519,2024-09-14,Female,47,Volta
U100520,2024-09-02,Female,35,Eastern
U100521,2024-09-11,Female,34,Eastern
U100522,2025-04-29,Female,43,Ashanti
U100523,2025-01-19,Female,25,Volta
U100524,2025-04-01,Male,57,Eastern
U100525,2024-12-16,Female,29,Eastern
U100526,2024-08-31,Female,44,Volta
U100527,2025-02-17,Male,25,Volta
U100528,2025-04-29,Female,42,Greater Accra
U100529,2024-12-25,Female,21,Ashanti
U100530,2025-05-07,Male,50,Volta
U100531,2025-06-01,Female,18,Volta
U100532,2025-02-12,Female,36,Western
U100533,2025-03-23,Female,48,Volta
U100534,2024-09-29,Male,33,Ashanti
U100535,2024-12-23,Female,31,Eastern
U100536,2025-02-27,Male,22,Eastern
U100537,2024-12-23,Female,58,Eastern
U100538,2024-08-15,Male,43,Eastern
U100539,2025-05-23,Female,45,Western
U100540,2024-10-03,Male,19,Volta
U100541,2024-12-06,Male,23,Eastern
U100542,2025-03-05,Male,26,Greater Accra
U100543,2025-04-11,Male,50,Eastern
U100544,2024-09-25,Male,58,Volta
U100545,2024-09-29,Male,42,Eastern
U100546,2024-09-23,Female,30,Western
U100547,2024-10-06,Female,26,Ashanti
U100548,2025-05-23,Male,30,Ashanti
U100549,2025-05-01,Male,48,Volta
U100550,2024-08-17,Male,58,Ashanti
U100551,2025-01-07,Male,28,Ashanti
U100552,2024-11-25,Female,21,Greater Accra
U100553,2024-11-26,Male,51,Volta
U100554,2025-05-08,Female,55,Volta
U100555,2025-05-23,Female,21,Ashanti
U100556,2025-01-18,Male,55,Ashanti
U100557,2024-11-18,Male,36,Ashanti
U100558,2025-03-29,Female,23,Western
U100559,2024-10-07,Female,51,Eastern
U100560,2024-09-12,Male,35,Western
U100561,2024-09-18,Male,30,Volta
U100562,2024-10-15,Male,58,Greater Accra
U100563,2024-07-30,Female,40,Eastern
U100564,2025-03-27,Female,36,Greater Accra
U100565,2025-05-22,Male,28,Volta
U100566,2024-11-04,Female,18,Volta
U100567,2024-08-02,Female,41,Greater Accra
U100568,2025-01-23,Male,24,Greater Accra
U100569,2025-02-07,Male,42,Greater Accra
U100570,2025-06-26,Female,38,Volta
U100571,2025-02-07,Female,32,Ashanti
U100572,2025-02-25,Male,18,Greater Accra
U100573,2025-06-07,Male,29,Eastern
U100574,2024-07-31,Male,24,Volta
U100575,2025-03-22,Male,32,Western
U100576,2025-02-05,Male,38,Western
U100577,2024-10-29,Female,36,Eastern
U100578,2024-10-21,Female,46,Ashanti
U100579,2025-03-14,Female,42,Greater Accra
U100580,2025-04-11,Female,50,Volta
U100581,2025-01-29,Male,49,Greater Accra
U100582,2025-01-21,Male,52,Volta
U100583,2025-01-04,Male,55,Western
U100584,2025-01-16,Female,43,Greater Accra
U100585,2024-08-28,Female,28,Eastern
U100586,2025-03-19,Female,52,Ashanti
U100587,2025-03-19,Male,25,Eastern
U100588,2024-07-31,Female,31,Ashanti
U100589,2024-11-01,Male,27,Greater Accra
U100590,2025-02-26,Male,19,Greater Accra
U100591,2024-11-14,Male,26,Ashanti
U100592,2025-03-26,Male,20,Western
U100593,2025-03-30,Male,38,Volta
U100594,2025-03-02,Male,43,Eastern
U100595,2025-06-12,Female,25,Eastern
U100596,2025-06-14,Male,19,Eastern
U100597,2024-10-17,Male,23,Greater Accra
U100598,2024-08-16,Female,45,Eastern
U100599,2024-10-08,Male,46,Volta
U100600,2024-09-24,Female,43,Volta
U100601,2024-08-19,Female,42,Ashanti
U100602,2025-04-08,Female,29,Greater Accra
U100603,2024-12-11,Male,22,Volta
U100604,2024-08-12,Male,51,Western
U100605,2024-09-23,Female,54,Greater Accra
U100606,2025-06-25,Male,32,Greater Accra
U100607,2024-08-10,Male,53,Volta
U100608,2025-04-14,Female,32,Western
U100609,2025-03-10,Female,40,Ashanti
U100610,2025-06-19,Male,23,Volta
U100611,2025-03-20,Female,38,Western
U100612,2024-11-21,Female,40,Greater Accra
U100613,2024-12-04,Female,33,Western
U100614,2024-09-01,Male,32,Greater Accra
U100615,2024-08-17,Male,42,Volta
U100616,2024-09-09,Male,53,Volta
U100617,2025-01-06,Female,28,Eastern
U100618,2024-10-06,Male,32,Eastern
U100619,2024-09-29,Female,21,Eastern
U100620,2025-04-16,Male,38,Volta
U100621,2024-11-16,Male,30,Ashanti
U100622,2025-03-23,Female,39,Volta
U100623,2025-04-11,Male,36,Western
U100624,2025-04-23,Female,51,Volta
U100625,2025-04-26,Male,31,Volta
U100626,2025-03-17,Male,21,Greater Accra
U100627,2025-03-08,Female,44,Greater Accra
U100628,2025-05-30,Female,46,Greater Accra
U100629,2025-03-04,Female,45,Volta
U100630,2024-10-05,Male,52,Ashanti
U100631,2025-01-21,Male,25,Western
U100632,2025-05-16,Male,33,Western
U100633,2025-03-10,Female,59,Ashanti
U100634,2024-12-15,Female,53,Ashanti
U100635,2024-08-11,Female,47,Western
U100636,2024-09-03,Male,35,Eastern
U100637,2025-05-23,Male,19,Greater Accra
U100638,2024-11-22,Female,30,Greater Accra
U100639,2024-12-01,Male,21,Western
U100640,2024-12-19,Female,43,Ashanti
U100641,2024-12-23,Male,42,Eastern
U100642,2025-06-12,Male,47,Western
U100643,2024-08-24,Female,28,Greater Accra
U100644,2025-05-19,Male,24,Volta
U100645,2025-01-10,Male,48,Ashanti
U100646,2025-06-21,Female,27,Volta
U100647,2025-02-27,Female,56,Western
U100648,2024-08-23,Male,30,Greater Accra
U100649,2024-11-19,Female,48,Eastern
U100650,2025-01-27,Male,24,Volta
U100651,2024-09-19,Female,59,Eastern
U100652,2024-09-14,Male,59,Greater Accra
U100653,2025-04-24,Male,53,Volta
U100654,2025-06-27,Female,37,Eastern
U100655,2024-11-12,Male,21,Eastern
U100656,2024-12-03,Male,24,Volta
U100657,2025-02-18,Female,18,Greater Accra
U100658,2025-01-05,Female,59,Eastern
U100659,2025-02-17,Male,30,Western
U100660,2024-10-18,Female,39,Volta
